id,fact_id,variant_id,template_id,bank,chapter,verse_or_page,source_span,type,difficulty,topic,context_anchor,question,options,correct_option,correct_answer,accepted_answers,answer_mode,explanation,why_distractors_fail,source_quote,trap_type,blind_final_pool,validation_status,incorrect_detail,correction
DAN4-0484,DAN4-V34-S01-F01,DAN4-V34-S01-F01-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"11, Daniel 4:34","«Al fin del tiempo, yo, Nabucodonosor, alcé mis ojos al cielo y mi razón me fue devuelta",fill_blank,medium,"árbol, advertencia, humillación y restauración (Daniel 4:34)",Al fin del tiempo yo Nabucodonosor alcé mis ojos al cielo y mi razón,"Según 11, Daniel 4:34, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:34), seleccione las palabras que restituyen el detalle omitido: ««Al fin del tiempo, yo, _____, alcé mis ojos al cielo y mi razón me fue devuelta»","[""Beltsasar"", ""Daniel"", ""Señor"", ""Nabucodonosor""]",3,Nabucodonosor,"[""Nabucodonosor""]",exact_text,"La expresión omitida es «Nabucodonosor»; el respaldo breve dice: «Al fin del tiempo, yo, Nabucodonosor, alcé mis ojos al cielo y mi».","{""Beltsasar"": ""«Beltsasar» procede de 10, Daniel 4:18, no del espacio exacto solicitado."", ""Daniel"": ""«Daniel» procede de 10, Daniel 4:19, no del espacio exacto solicitado."", ""Señor"": ""«Señor» procede de 10, Daniel 4:19, no del espacio exacto solicitado.""}","Al fin del tiempo, yo, Nabucodonosor, alcé mis ojos al cielo y mi",close_detail,False,verified,,
DAN4-0485,DAN4-V34-S02-F01,DAN4-V34-S02-F01-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"11, Daniel 4:34","bendije al Altísimo, y alabé y glorifiqué al que vive para siempre: »“Su dominio es sempiterno",fill_blank,hard,"árbol, advertencia, humillación y restauración (Daniel 4:34)",bendije al Altísimo y alabé y glorifiqué al que vive para siempre Su dominio,"Según 11, Daniel 4:34, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:34), seleccione las palabras que restituyen el detalle omitido: «bendije al _____, y alabé y glorifiqué al que vive para siempre: »“Su dominio es sempiterno»","[""Altísimo"", ""Beltsasar"", ""Daniel"", ""Señor""]",0,Altísimo,"[""Altísimo""]",exact_text,"La expresión omitida es «Altísimo»; el respaldo breve dice: «bendije al Altísimo, y alabé y glorifiqué al que vive».","{""Beltsasar"": ""«Beltsasar» procede de 10, Daniel 4:19, no del espacio exacto solicitado."", ""Daniel"": ""«Daniel» procede de 10, Daniel 4:19, no del espacio exacto solicitado."", ""Señor"": ""«Señor» procede de 10, Daniel 4:19, no del espacio exacto solicitado.""}","bendije al Altísimo, y alabé y glorifiqué al que vive",close_detail,False,verified,,
DAN4-0486,DAN4-V34-S03-F01,DAN4-V34-S03-F01-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"11, Daniel 4:34","su reino, por todas las edades.",fill_blank,expert,"árbol, advertencia, humillación y restauración (Daniel 4:34)",su reino por todas las edades,"Según 11, Daniel 4:34, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:34), seleccione las palabras que restituyen el detalle omitido: «su reino, por _____.»","[""dioses santos"", ""todas las edades"", ""fueron las visiones"", ""ponían las bestias""]",1,todas las edades,"[""todas las edades""]",exact_text,"La expresión omitida es «todas las edades»; el respaldo breve dice: «su reino, por todas las edades».","{""dioses santos"": ""«dioses santos» procede de 9, Daniel 4:9, no del espacio exacto solicitado."", ""fueron las visiones"": ""«fueron las visiones» procede de 9, Daniel 4:10, no del espacio exacto solicitado."", ""ponían las bestias"": ""«ponían las bestias» procede de 9, Daniel 4:12, no del espacio exacto solicitado.""}","su reino, por todas las edades",close_detail,False,verified,,
DAN4-0487,DAN4-V35-S01-F01,DAN4-V35-S01-F01-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"11, Daniel 4:35",Considerados como nada son los habitantes todos de la tierra,fill_blank,hard,"árbol, advertencia, humillación y restauración (Daniel 4:35)",Considerados como nada son los habitantes todos de la tierra,"Según 11, Daniel 4:35, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:35), seleccione las palabras que restituyen el detalle omitido: «_____ son los habitantes todos de la tierra»","[""tú hacerme conocer"", ""sueño que vi"", ""Considerados como nada"", ""revelar al rey""]",2,Considerados como nada,"[""Considerados como nada""]",exact_text,La expresión omitida es «Considerados como nada»; el respaldo breve dice: «Considerados como nada son los habitantes todos de la tierra».,"{""tú hacerme conocer"": ""«tú hacerme conocer» procede de 5, Daniel 2:26, no del espacio exacto solicitado."", ""sueño que vi"": ""«sueño que vi» procede de 5, Daniel 2:26, no del espacio exacto solicitado."", ""revelar al rey"": ""«revelar al rey» procede de 5, Daniel 2:27, no del espacio exacto solicitado.""}",Considerados como nada son los habitantes todos de la tierra,close_detail,False,verified,,
DAN4-0488,DAN4-V35-S02-F01,DAN4-V35-S02-F01-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"11, Daniel 4:35",él hace según su voluntad en el ejército del cielo y en los habitantes de la tierra,fill_blank,medium,"árbol, advertencia, humillación y restauración (Daniel 4:35)",él hace según su voluntad en el ejército del cielo y en los habitantes,"Según 11, Daniel 4:35, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:35), seleccione las palabras que restituyen el detalle omitido: «él hace _____ en el ejército del cielo y en los habitantes de la tierra»","[""sueño que vi"", ""revelar al rey"", ""rey diciendo"", ""según su voluntad""]",3,según su voluntad,"[""según su voluntad""]",exact_text,La expresión omitida es «según su voluntad»; el respaldo breve dice: «él hace según su voluntad en el ejército del cielo y en».,"{""sueño que vi"": ""«sueño que vi» procede de 5, Daniel 2:26, no del espacio exacto solicitado."", ""revelar al rey"": ""«revelar al rey» procede de 5, Daniel 2:27, no del espacio exacto solicitado."", ""rey diciendo"": ""«rey diciendo» procede de 5, Daniel 2:27, no del espacio exacto solicitado.""}",él hace según su voluntad en el ejército del cielo y en,close_detail,False,verified,,
DAN4-0489,DAN4-V35-S03-F01,DAN4-V35-S03-F01-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"11, Daniel 4:35",no hay quien detenga su mano y le diga: ‘¿Qué haces?’”,fill_blank,hard,"árbol, advertencia, humillación y restauración (Daniel 4:35)",no hay quien detenga su mano y le diga Qué haces,"Según 11, Daniel 4:35, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:35), seleccione las palabras que restituyen el detalle omitido: «no _____ su mano y le diga: ‘¿Qué haces?’”»","[""hay quien detenga"", ""revelar al rey"", ""rey diciendo"", ""rey demanda""]",0,hay quien detenga,"[""hay quien detenga""]",exact_text,La expresión omitida es «hay quien detenga»; el respaldo breve dice: «no hay quien detenga su mano y le diga: ‘¿Qué haces».,"{""revelar al rey"": ""«revelar al rey» procede de 5, Daniel 2:27, no del espacio exacto solicitado."", ""rey diciendo"": ""«rey diciendo» procede de 5, Daniel 2:27, no del espacio exacto solicitado."", ""rey demanda"": ""«rey demanda» procede de 5, Daniel 2:27, no del espacio exacto solicitado.""}",no hay quien detenga su mano y le diga: ‘¿Qué haces,close_detail,False,verified,,
DAN4-0490,DAN4-V36-S01-F01,DAN4-V36-S01-F01-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"11, Daniel 4:36","En el mismo tiempo mi razón me fue devuelta, la majestad de mi reino, mi dignidad y mi grandeza volvieron a mí, y mis gobernadores y mis consejeros me buscaron",fill_blank,expert,"árbol, advertencia, humillación y restauración (Daniel 4:36)",En el mismo tiempo mi razón me fue devuelta la majestad de mi reino,"Según 11, Daniel 4:36, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:36), seleccione las palabras que restituyen el detalle omitido: «En el mismo tiempo mi razón me fue devuelta, la majestad de mi reino, mi dignidad y mi grandeza _____ a mí, y mis gobernadores y mis consejeros me buscaron»","[""Sacaron"", ""volvieron"", ""ordenó"", ""apoderaron""]",1,volvieron,"[""volvieron""]",exact_text,"La expresión omitida es «volvieron»; el respaldo breve dice: «mi dignidad y mi grandeza volvieron a mí, y mis gobernadores y mis».","{""Sacaron"": ""«Sacaron» procede de 15, Daniel 6:23, no del espacio exacto solicitado."", ""ordenó"": ""«ordenó» procede de 15, Daniel 6:24, no del espacio exacto solicitado."", ""apoderaron"": ""«apoderaron» procede de 15, Daniel 6:24, no del espacio exacto solicitado.""}","mi dignidad y mi grandeza volvieron a mí, y mis gobernadores y mis",close_detail,False,verified,,
DAN4-0491,DAN4-V36-S02-F01,DAN4-V36-S02-F01-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"11, Daniel 4:36","fui restablecido en mi reino, y mayor grandeza me fue añadida.",fill_blank,hard,"árbol, advertencia, humillación y restauración (Daniel 4:36)",fui restablecido en mi reino y mayor grandeza me fue añadida,"Según 11, Daniel 4:36, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:36), seleccione las palabras que restituyen el detalle omitido: «fui restablecido en mi reino, y _____ fue añadida.»","[""rey demanda"", ""cielos que revela"", ""mayor grandeza me"", ""saber al rey""]",2,mayor grandeza me,"[""mayor grandeza me""]",exact_text,"La expresión omitida es «mayor grandeza me»; el respaldo breve dice: «restablecido en mi reino, y mayor grandeza me fue añadida».","{""rey demanda"": ""«rey demanda» procede de 5, Daniel 2:27, no del espacio exacto solicitado."", ""cielos que revela"": ""«cielos que revela» procede de 5, Daniel 2:28, no del espacio exacto solicitado."", ""saber al rey"": ""«saber al rey» procede de 5, Daniel 2:28, no del espacio exacto solicitado.""}","restablecido en mi reino, y mayor grandeza me fue añadida",close_detail,False,verified,,
DAN4-0492,DAN4-V37-S01-F01,DAN4-V37-S01-F01-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"11, Daniel 4:37","Ahora yo, Nabucodonosor, alabo, engrandezco y glorifico al Rey del cielo, porque todas sus obras son verdaderas y sus caminos justos",fill_blank,medium,"árbol, advertencia, humillación y restauración (Daniel 4:37)",Ahora yo Nabucodonosor alabo engrandezco y glorifico al Rey del cielo porque todas sus,"Según 11, Daniel 4:37, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:37), seleccione las palabras que restituyen el detalle omitido: «Ahora yo, _____, alabo, engrandezco y glorifico al Rey del cielo, porque todas sus obras son verdaderas y sus caminos justos»","[""Babilonia"", ""Altísimo"", ""Belsasar"", ""Nabucodonosor""]",3,Nabucodonosor,"[""Nabucodonosor""]",exact_text,"La expresión omitida es «Nabucodonosor»; el respaldo breve dice: «Ahora yo, Nabucodonosor, alabo, engrandezco y glorifico al Rey del».","{""Babilonia"": ""«Babilonia» procede de 10, Daniel 4:29, no del espacio exacto solicitado."", ""Altísimo"": ""«Altísimo» procede de 11, Daniel 4:32, no del espacio exacto solicitado."", ""Belsasar"": ""«Belsasar» procede de 12, Daniel 5:1, no del espacio exacto solicitado.""}","Ahora yo, Nabucodonosor, alabo, engrandezco y glorifico al Rey del",close_detail,False,verified,,
DAN4-0493,DAN4-V37-S02-F01,DAN4-V37-S02-F01-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"11, Daniel 4:37",y él puede humillar a los que andan con soberbia.,fill_blank,hard,"árbol, advertencia, humillación y restauración (Daniel 4:37)",y él puede humillar a los que andan con soberbia,"Según 11, Daniel 4:37, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:37), seleccione las palabras que restituyen el detalle omitido: «y él puede humillar a los que _____.»","[""andan con soberbia"", ""saber al rey"", ""Éstos son tu"", ""tenido en tu""]",0,andan con soberbia,"[""andan con soberbia""]",exact_text,La expresión omitida es «andan con soberbia»; el respaldo breve dice: «puede humillar a los que andan con soberbia».,"{""saber al rey"": ""«saber al rey» procede de 5, Daniel 2:28, no del espacio exacto solicitado."", ""Éstos son tu"": ""«Éstos son tu» procede de 5, Daniel 2:28, no del espacio exacto solicitado."", ""tenido en tu"": ""«tenido en tu» procede de 5, Daniel 2:28, no del espacio exacto solicitado.""}",puede humillar a los que andan con soberbia,close_detail,False,verified,,
DAN4-0494,DAN4-V01-S01-F02,DAN4-V01-S01-F02-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"9, Daniel 4:1","«Nabucodonosor, rey, a todos los pueblos, naciones y lenguas que moran en toda la tierra: Paz os sea multiplicada.",fill_blank,expert,"árbol, advertencia, humillación y restauración (Daniel 4:1)",Nabucodonosor rey a todos los pueblos naciones y lenguas que moran en toda la,"Según 9, Daniel 4:1, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:1), seleccione las palabras que restituyen el detalle omitido: ««Nabucodonosor, rey, a todos los pueblos, naciones y lenguas que _____ la tierra: Paz os sea multiplicada.»","[""Éstos son tu"", ""moran en toda"", ""tenido en tu"", ""pensamientos por saber""]",1,moran en toda,"[""moran en toda""]",exact_text,"La expresión omitida es «moran en toda»; el respaldo breve dice: «pueblos, naciones y lenguas que moran en toda la tierra: Paz os sea multiplicada».","{""Éstos son tu"": ""«Éstos son tu» procede de 5, Daniel 2:28, no del espacio exacto solicitado."", ""tenido en tu"": ""«tenido en tu» procede de 5, Daniel 2:28, no del espacio exacto solicitado."", ""pensamientos por saber"": ""«pensamientos por saber» procede de 6, Daniel 2:29, no del espacio exacto solicitado.""}","pueblos, naciones y lenguas que moran en toda la tierra: Paz os sea multiplicada",close_detail,False,verified,,
DAN4-0495,DAN4-V02-S01-F02,DAN4-V02-S01-F02-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"9, Daniel 4:2",Conviene que yo declare las señales y milagros que el Dios Altísimo ha hecho conmigo.,fill_blank,hard,"árbol, advertencia, humillación y restauración (Daniel 4:2)",Conviene que yo declare las señales y milagros que el Dios Altísimo ha hecho,"Según 9, Daniel 4:2, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:2), seleccione las palabras que restituyen el detalle omitido: «_____ declare las señales y milagros que el Dios Altísimo ha hecho conmigo.»","[""tenido en tu"", ""pensamientos por saber"", ""Conviene que yo"", ""había de suceder""]",2,Conviene que yo,"[""Conviene que yo""]",exact_text,La expresión omitida es «Conviene que yo»; el respaldo breve dice: «Conviene que yo declare las señales y milagros que el».,"{""tenido en tu"": ""«tenido en tu» procede de 5, Daniel 2:28, no del espacio exacto solicitado."", ""pensamientos por saber"": ""«pensamientos por saber» procede de 6, Daniel 2:29, no del espacio exacto solicitado."", ""había de suceder"": ""«había de suceder» procede de 6, Daniel 2:29, no del espacio exacto solicitado.""}",Conviene que yo declare las señales y milagros que el,close_detail,False,verified,,
DAN4-0496,DAN4-V03-S01-F02,DAN4-V03-S01-F02-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"9, Daniel 4:3",¡Cuán grandes son sus señales y cuán potentes sus maravillas!,fill_blank,medium,"árbol, advertencia, humillación y restauración (Daniel 4:3)",Cuán grandes son sus señales y cuán potentes sus maravillas,"Según 9, Daniel 4:3, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:3), seleccione las palabras que restituyen el detalle omitido: «¡Cuán grandes son sus _____ potentes sus maravillas!»","[""pensamientos por saber"", ""había de suceder"", ""Estando tú"", ""señales y cuán""]",3,señales y cuán,"[""señales y cuán""]",exact_text,La expresión omitida es «señales y cuán»; el respaldo breve dice: «Cuán grandes son sus señales y cuán potentes sus maravillas».,"{""pensamientos por saber"": ""«pensamientos por saber» procede de 6, Daniel 2:29, no del espacio exacto solicitado."", ""había de suceder"": ""«había de suceder» procede de 6, Daniel 2:29, no del espacio exacto solicitado."", ""Estando tú"": ""«Estando tú» procede de 6, Daniel 2:29, no del espacio exacto solicitado.""}",Cuán grandes son sus señales y cuán potentes sus maravillas,close_detail,False,verified,,
DAN4-0497,DAN4-V03-S02-F02,DAN4-V03-S02-F02-FILL-CONTEXT-V2-02,fill-context-v2,DANIEL1-12,DAN4,"9, Daniel 4:3","su señorío, de generación en generación.",fill_blank,hard,"árbol, advertencia, humillación y restauración (Daniel 4:3)",su señorío de generación en generación,"Según 9, Daniel 4:3, en la escena sobre árbol, advertencia, humillación y restauración (Daniel 4:3), seleccione las palabras que restituyen el detalle omitido: «su _____, de generación en generación.»","[""señorío"", ""interpretación"", ""grandeza"", ""majestad""]",0,señorío,"[""señorío""]",exact_text,"La expresión omitida es «señorío»; el respaldo breve dice: «su señorío, de generación en generación».","{""interpretación"": ""«interpretación» procede de 12, Daniel 5:16, no del espacio exacto solicitado."", ""grandeza"": ""«grandeza» procede de 13, Daniel 5:18, no del espacio exacto solicitado."", ""majestad"": ""«majestad» procede de 13, Daniel 5:18, no del espacio exacto solicitado.""}","su señorío, de generación en generación",close_detail,False,verified,,
